obj_num,RA,DEC,objectId,refBand,refExtendedness,detect_fromBlend,detect_isIsolated,parentObjectId,u_cModelMag,u_psfMag,u_psf_minus_cModel,u_extendedness,u_blendedness,g_cModelMag,g_psfMag,g_psf_minus_cModel,g_extendedness,g_blendedness,r_cModelMag,r_psfMag,r_psf_minus_cModel,r_extendedness,r_blendedness,i_cModelMag,i_psfMag,i_psf_minus_cModel,i_extendedness,i_blendedness,z_cModelMag,z_psfMag,z_psf_minus_cModel,z_extendedness,z_blendedness,y_cModelMag,y_psfMag,y_psf_minus_cModel,y_extendedness,y_blendedness,hst_id,hst_label,hst_sep_arcsec,hst_acs_mu_class,hst_flag_combined
32,149.7555598813067,1.7578136434581282,788012218326211883,i,1.0,True,False,788012218326188742,23.898859727737086,24.142304936402553,0.2434452086654666,,-3.0993731021881104,22.68467525963292,22.939506211691317,0.2548309520583949,,-25.43968963623047,21.98978790156899,22.209203341336305,0.2194154397673138,1.0,-36.01482009887695,21.703742215469,21.935145763068622,0.23140354759962278,1.0,-40.774497985839844,21.567384645708053,21.769333195315674,0.20194854960762143,1.0,-16.981172561645508,21.429999190295177,21.646373087649632,0.21637389735445467,1.0,-6.7282562255859375,689792,0,0.07414587216596778,2,0
33,149.9708983145682,1.6300444117823865,788011462411969794,i,1.0,True,False,788011462411945584,25.512568104689166,25.742377746481477,0.22980964179231123,,-0.08946898579597473,23.223193901455907,23.450054882988034,0.22686098153212697,1.0,-18.222339630126953,21.989178141428226,22.20593673270031,0.2167585912720824,1.0,-37.29526138305664,20.82503927206134,21.09318230790255,0.26814303584120935,1.0,-83.94520568847656,20.308681993935075,20.5507110640568,0.24202907012172403,1.0,-54.153167724609375,20.06950407633603,20.30307484982478,0.23357077348875066,1.0,-20.77299690246582,42035,0,0.03587691892123321,2,1
34,149.76136503711453,1.8096780389493152,788012218326215289,i,1.0,True,False,788012218326190358,23.8437133603471,24.037535030844086,0.1938216704969875,,-3.49788761138916,23.259545913765194,23.488873422390448,0.22932750862525353,1.0,-17.623266220092773,22.925029557974245,23.136471991421057,0.21144243344681257,1.0,-17.04976463317871,22.728009663644848,22.958313278272104,0.2303036146272568,1.0,-12.641047477722168,22.508721165985342,22.722300548479936,0.21357938249459352,1.0,-7.266811847686768,22.419020637654462,22.585973734225945,0.16695309657148272,1.0,-2.114332437515259,286084,0,0.013189420195434301,2,0
35,150.2107454242117,2.3914616258822,788014142471570016,i,1.0,True,False,788014142471541045,24.97108996799564,25.122422115265138,0.15133214726949973,0.0,-1.072064757347107,23.234202160238972,23.453616066920397,0.21941390668142446,1.0,-16.318603515625,22.81155708065256,23.01974977382264,0.20819269317007993,1.0,-16.542177200317383,22.739143237668756,23.015793114151283,0.2766498764825265,1.0,-12.370821952819824,22.86346753595653,23.099207716247157,0.2357401802906267,1.0,-3.5823585987091064,22.74547605585756,22.94891019817876,0.20343414232119983,0.0,-1.6341874599456787,222745,0,0.013379179193183781,2,0
36,150.6204516108888,2.314644445225662,788013936313133930,i,1.0,True,False,788013936313108706,24.798156737557,25.055105130706153,0.25694839314915185,,-1.278063416481018,23.906398844542878,24.14076914120728,0.23437029666440168,,-7.94722318649292,22.974879947332706,23.182039520481418,0.20715957314871147,1.0,-15.572237014770508,22.327556740744583,22.578863339726073,0.25130659898148977,1.0,-23.035783767700195,22.019786179471673,22.23518257485531,0.2153963953836353,1.0,-10.98242473602295,21.855979906880584,22.046018457931083,0.19003855105049894,1.0,-2.9894299507141113,220281,0,0.051865962213878014,2,0
37,150.2783653751811,2.5858788969046334,788015448141618191,i,1.0,True,False,788015448141595265,24.895593141096278,25.121654006131582,0.2260608650353042,,-0.7736141681671143,23.699796545667837,23.923089029598742,0.22329248393090495,1.0,-9.63756275177002,22.82692702184266,23.02940926141727,0.20248223957461065,1.0,-16.516908645629883,22.35217351980313,22.612263641246734,0.26009012144360355,1.0,-20.7513484954834,22.168875913608773,22.406559620076457,0.23768370646768489,1.0,-9.050079345703125,21.97978580719161,22.20352279585456,0.22373698866294944,1.0,-3.2284724712371826,504041,0,0.030791298941858333,2,0
38,150.17790561740873,2.458231171928395,788014829666328985,i,1.0,True,False,788014829666305698,23.503631372272313,23.677590832722792,0.1739594604504795,,-5.63010311126709,22.803293748353152,23.012976031739854,0.20968228338670158,1.0,-25.449268341064453,21.83659169996691,22.029825149573533,0.19323344960662325,1.0,-44.70567321777344,20.913852838632415,21.11200102166236,0.19814818302994297,1.0,-87.30789947509766,20.47339928097356,20.634552939849616,0.16115365887605648,1.0,-53.897518157958984,20.203830931654927,20.387923055361238,0.18409212370631067,1.0,-19.532791137695312,879150,0,0.028025357282782933,2,0
39,150.46724817183292,2.382037774904317,788014005032614127,i,1.0,True,False,788014005032587096,24.275535908690063,24.435503968751863,0.1599680600618001,,-1.9072227478027344,23.236477662038943,23.452903597476197,0.21642593543725397,,-12.166144371032715,22.501055691934276,22.69083147017465,0.1897757782403744,1.0,-21.284046173095703,22.10567557616462,22.335666756494664,0.2299911803300425,1.0,-33.51218032836914,21.90846254656077,22.099818466043196,0.19135591948242592,1.0,-14.589234352111816,21.817826067229127,22.011670228144197,0.19384416091507006,1.0,-4.477610111236572,92590,0,0.01685508367096775,2,0
40,150.21103049634274,1.9057869419241227,788012768082025084,i,1.0,True,False,788012768082002276,23.00619610966456,23.15669167725554,0.15049556759097982,,-6.109562873840332,20.687824105494887,20.8562654639228,0.16844135842791275,1.0,-178.7112274169922,19.366858015791433,19.541370210548173,0.1745121947567405,1.0,-415.47125244140625,18.661091212627397,18.867012628399056,0.2059214157716589,1.0,-607.9110107421875,18.328252795840328,18.509272418818114,0.18101962297778584,1.0,-326.529296875,18.144619719760705,18.3262637469371,0.1816440271763966,1.0,-119.99374389648438,475171,0,0.06827818199310354,2,1
41,150.29188046273862,2.451700877466258,788014760946852533,i,1.0,True,False,788014760946828795,21.814895618056685,21.943367822688618,0.1284722046319331,1.0,-40.512935638427734,20.03106279874526,20.242411719194415,0.21134892044915432,1.0,-464.67864990234375,19.35728366813283,19.529425953380937,0.17214228524810693,1.0,-539.19287109375,19.05878044119123,19.28221503375842,0.22343459256718745,1.0,-542.4028930664062,18.955979334455765,19.14244564646701,0.18646631201124464,1.0,-249.46591186523438,18.877825352844702,19.053782679342753,0.1759573264980503,1.0,-83.32167053222656,557040,0,0.06975353272532196,2,0
42,150.69647367904878,2.6712334071859747,788015310702669780,i,1.0,True,False,788015310702644103,25.869091086533473,26.06243699683476,0.19334591030128578,,0.47727060317993164,24.001439767647398,24.17739237067163,0.175952603024232,,-7.562317848205566,22.883018236681384,23.045017854342863,0.16199961766147908,1.0,-17.341934204101562,22.3961468006128,22.591350955443264,0.1952041548304635,1.0,-22.115333557128906,22.134315561407412,22.307949486563693,0.17363392515628107,1.0,-12.803155899047852,22.009161383643345,22.121726885191244,0.11256550154789835,1.0,-3.2675130367279053,471960,0,0.1563541588881143,2,0
43,150.07821986101305,1.8303895102721843,788012149606741403,i,1.0,True,False,788012149606714079,24.36995571820071,24.508230321354354,0.13827460315364348,1.0,-1.5748852491378784,21.833707769220208,22.017040268532796,0.18333249931258777,1.0,-62.51882553100586,20.643634421581254,20.804615964541348,0.16098154296009426,1.0,-130.19467163085938,19.354349543834374,19.5668118085635,0.2124622647291261,1.0,-447.953857421875,18.77088587709148,18.942065053294947,0.17117917620346645,1.0,-320.53515625,18.504153147584198,18.679266200975135,0.17511305339093752,1.0,-104.04475402832031,455883,0,0.028197553145948785,2,0
44,150.4750768735718,2.5817780792374276,788015379422140642,i,1.0,True,False,788015379422118448,24.58040178339498,24.705044620165292,0.12464283677031318,,-1.685106635093689,23.680336518576347,23.853041082435766,0.17270456385941912,,-9.875731468200684,22.710476160479672,22.86728485729374,0.15680869681406762,1.0,-23.086894989013672,21.915813269838047,22.107631292633975,0.1918180227959283,1.0,-36.895023345947266,21.54997445504445,21.71739273133562,0.16741827629117267,1.0,-20.832210540771484,21.42079300378209,21.57763249289627,0.15683948911418,1.0,-8.132211685180664,599831,0,0.09970761367246057,2,0
